time,volume,close,high,low,open
1586469600000,18.73304753,7310,7312.63,7286.81,7310
1586473200000,35.3310546148,7287.14,7314.28,7277,7312
1586476800000,39.1833821151,7291.72,7291.82,7255,7287.14
1586480400000,30.8348428917,7261.41,7291.72,7255,7291.48
1586484000000,62.5727754912,7253.17,7270,7206.62,7262.92
1586487600000,195.45662947,7175,7252.89,7160,7252.89
1586491200000,265.249619908,7142.71,7177.48,7096.49,7177.48
1586494800000,530.4452753785,6955.22,7144.01,6917.68,7143.83
1586498400000,141.2672107949,6957.46,6998.05,6930.64,6955.13
1586502000000,237.5273885584,6920.99,6958.15,6872.31,6957.46
1586505600000,101.36959723,6914.28,6958.5,6872.2,6919.18
1586509200000,120.7916785086,6915.77,6930,6857.28,6917.97
1586512800000,76.7441016236,6933.14,6945.94,6895.67,6919.96
1586516400000,34.1622296991,6895.76,6934.62,6892.15,6934.62
1586520000000,31.5566585692,6920.4,6924.12,6885,6897.71
1586523600000,142.084839119,6897.36,6920.34,6801.83,6920.34
1586527200000,61.2238572796,6848.26,6905.99,6829.87,6897.36
1586530800000,287.7764889345,6767.72,6859.4,6742.39,6848.25
1586534400000,836.6740748555,6861.09,6862.07,6745.8,6767.72
1586538000000,68.8339670092,6865.71,6895,6841.42,6862.08
1586541600000,83.9580066245,6915.69,6920,6850,6868.18
1586545200000,89.8179431682,6901.82,6944.96,6856.64,6917.3
1586548800000,6.1503175852,6907.04,6915.57,6878.27,6902.51
1586552400000,21.1793764962,6892.62,6930.85,6882.03,6908.41
1586556000000,25.4291330198,6854.28,6913.1,6825,6895.47
1586559600000,30.2040723058,6860.64,6872.85,6822.51,6857.46
1586563200000,30.5451604187,6906.13,6909.39,6840,6860.65
1586566800000,41.4652620013,6905.37,6918,6882.62,6905.26
1586570400000,59.14551191,6906.49,6915.71,6890,6905.7
1586574000000,13.82840062,6905.95,6914.14,6890,6907.19
1586577600000,36.6962351095,6908.49,6939,6900,6909.94
1586581200000,20.8961322577,6922.7,6928.22,6895.01,6908.13
1586584800000,24.6054064,6920.45,6930,6910,6924.96
1586588400000,58.218980582,6878.57,6922.59,6862.34,6921.24
1586592000000,27.39054757,6879.07,6896.57,6861.97,6878.57
1586595600000,40.1050257607,6857.08,6884.91,6829.9,6879.95
1586599200000,21.5259767882,6841.3,6863.97,6835,6858.96
1586602800000,84.80146753,6878.35,6890,6835.78,6837.57
1586606400000,19.0029874081,6870.73,6886,6855.74,6877.88
1586610000000,12.53128471,6850,6879.15,6845,6875
1586613600000,73.2152014517,6818.78,6852.04,6800.4,6852.04
1586617200000,87.9872104,6833.97,6860,6818.78,6818.78
1586620800000,47.537925489,6813.41,6855.83,6792.94,6833.97
1586624400000,27.9700344268,6785,6823.72,6780,6812.43
1586628000000,19.7680079286,6810,6829.07,6780,6787.11
1586631600000,68.1932036004,6802.61,6833.67,6789,6812.6
1586635200000,39.474894882,6786.17,6805.86,6763,6805
1586638800000,32.05393046,6859,6869.05,6772.11,6787
1586642400000,37.8743611277,6858.71,6875.88,6841.85,6859.69
1586646000000,25.7887166373,6877.71,6882.03,6846.1,6858.52
1586649600000,19.4411442364,6864.27,6899.98,6861.97,6877.01
1586653200000,17.2648891043,6847.13,6877.82,6838.68,6864.85
1586656800000,214.7733655344,6818.47,6849.23,6800,6848.45
1586660400000,15.12492,6809.31,6825,6801.75,6818.47
1586664000000,27.9013861694,6815.34,6820.36,6777.9,6806.54
1586667600000,18.7772969303,6831.58,6841.14,6807.41,6815.92
1586671200000,16.15042997,6823.73,6836.34,6810.85,6829
1586674800000,12.8387701931,6828.81,6830.53,6807.21,6823.79
1586678400000,12.71549691,6831.07,6837.3,6824.44,6828.67
1586682000000,27.12681553,6842.78,6857.13,6830,6830.02
1586685600000,9.2612206059,6830,6848,6826.2,6842.37
1586689200000,29.2911862641,6848.45,6871.26,6830,6830
1586692800000,106.8032013008,6908.39,6925.74,6847.61,6847.61
1586696400000,44.5383517067,6913.67,6923.58,6882,6908.39
1586700000000,119.4797091814,6961.79,6997.78,6906.78,6913.67
1586703600000,53.5377954577,7010.75,7029.91,6960.3,6968.05
1586707200000,1019.7379731625,7142.1,7142.1,7000,7017.64
1586710800000,151.0865084341,7094.47,7177.72,7055,7142.1
1586714400000,38.904869752,7096.47,7108,7068.24,7094.94
1586718000000,26.6240980909,7112.14,7141.9,7095.02,7099
1586721600000,33.1971671463,7099.7,7150,7074.21,7114.66
1586725200000,23.5359483525,7109.18,7112.87,7072.05,7099.7
1586728800000,143.6187213797,7026.79,7135.37,6960,7109.18
1586732400000,90.2399382872,6905.84,7033.82,6888.01,7026.79
1586736000000,816.8891929659,6719.77,6904.52,6579.1242899999,6904.52
1586739600000,196.0242028592,6694.07,6737.08,6657.14,6720.47
1586743200000,116.0715551921,6721.35,6725.62,6661.64,6695.07
1586746800000,41.6805452863,6678.53,6721.57,6670,6721.57
1586750400000,79.2663867945,6693.49,6709.58,6645.32,6678.88
1586754000000,22.3163003789,6692.82,6711.16,6681.01,6689.78
1586757600000,47.1616983022,6733.37,6734.18,6686,6692.82
1586761200000,49.8620593226,6700.67,6735.03,6678.33,6734.91
1586764800000,23.3478155564,6702.87,6719.02,6684.6,6700.67
1586768400000,15.5928107224,6684.56,6703.54,6655.18,6703.54
1586772000000,33.55318688,6717.54,6720,6684.14,6685.37
1586775600000,151.2231619922,6776.39,6826.89,6700.38,6712.65
1586779200000,95.2591097328,6692.33,6776.68,6669,6776.68
1586782800000,71.2589848582,6619.08,6724.9,6606.01,6696.97
1586786400000,130.2043508502,6723.03,6761.1,6610.09,6619.08
1586790000000,74.2479337719,6765.45,6800,6700,6710
1586793600000,59.9715057027,6755.8,6796.41,6730.33,6765.45
1586797200000,13.3477484625,6750,6779.41,6744.18,6753.95
1586800800000,17.8186865341,6750.68,6779.7,6750,6753.94
1586804400000,29.1228885528,6777.59,6802.28,6751.03,6751.03
1586808000000,39.1707541416,6810.99,6826.88,6773.42,6773.42
1586811600000,51.8880667831,6823.27,6876.4,6794.03,6817.13
1586815200000,47.9639423714,6869.21,6888.88,6805,6824.75
1586818800000,65.5323526872,6839.09,6888.01,6819.99,6869.21
1586822400000,18.5275173575,6826.77,6872.99,6810.22,6836.11
1586826000000,38.6661753685,6846.31,6854.52,6805.45,6827.74
1586829600000,28.1798627468,6849.8,6870,6845.45,6848.84
1586833200000,61.0578164519,6883.09,6901.96,6836.39,6850.4
1586836800000,74.0404975083,6883.97,6918.57,6876,6886.34
1586840400000,61.2730918148,6882.42,6899.9,6868.57,6883.6
1586844000000,42.1522233638,6869.34,6880.88,6857.16,6879.96
1586847600000,41.4524930808,6826.03,6889.93,6817.66,6875
1586851200000,65.6739048799,6783.5,6817.66,6757.58,6817.66
1586854800000,33.8872212921,6845.04,6850.23,6763.69,6784.78
1586858400000,155.4174079021,6821.39,6875.69,6819.34,6846.2
1586862000000,28.6464502266,6826.52,6864,6810,6820.61
1586865600000,16.1166900911,6840.34,6843.47,6800,6829.18
1586869200000,56.0561157168,6887.98,6888,6838.09,6840
1586872800000,171.0655563493,6887.16,6949.99,6852.57,6888
1586876400000,54.370102388,6905.52,6934,6875.19,6892.85
1586880000000,72.6272021758,6948.05,6956.87,6882.62,6907.35
1586883600000,33.9048037791,6920.48,6975.4,6911.51,6947.09
1586887200000,14.2503265007,6908.62,6938.05,6891,6920.51
1586890800000,26.9474784595,6919.81,6921.48,6860,6908.53
1586894400000,63.2172216085,6865.19,6926.22,6837.23,6917.29
1586898000000,10.8132822644,6852.01,6882.22,6841.38,6866.82
1586901600000,20.0042649202,6875.79,6906.81,6837.2,6853.22
1586905200000,27.6490706049,6865.25,6890,6842.02,6873.81
1586908800000,28.941051987,6835.66,6868.68,6813.26,6868.68
1586912400000,32.1140245088,6880,6880,6827.06,6835.01
1586916000000,37.6326875688,6890.43,6902.4,6867.38,6878.31
1586919600000,53.8174540217,6904.37,6913.04,6878.45,6892
1586923200000,41.8178443582,6890.89,6928.57,6890.39,6903.24
1586926800000,33.9123777264,6904.15,6907.68,6879.22,6892.62
1586930400000,31.5465569753,6880.65,6917.1,6880.65,6906.89
1586934000000,40.4446711473,6864.07,6890.35,6863.22,6881.7
1586937600000,61.9266357255,6848.12,6877.2,6836.05,6864.07
1586941200000,36.2758004417,6840,6857.65,6826.48,6848.1
1586944800000,68.0064247149,6786.7,6866.66,6761.38,6841.23
1586948400000,49.846570855,6783.38,6797.99,6751.56,6785.71
1586952000000,417.6245753966,6716.89,6784.32,6682.45,6782.91
1586955600000,120.1838406968,6732.31,6748.31,6693.1,6714
1586959200000,81.8732888398,6722.78,6776.3,6719.66,6733.39
1586962800000,69.83568235,6701.58,6742.85,6700,6720
1586966400000,79.554662282,6732.25,6751.05,6700,6706.51
1586970000000,28.9422762553,6749.72,6760.97,6730,6733.33
1586973600000,78.5871844983,6752.61,6772.64,6747.72,6750.96
1586977200000,12.3490152131,6732.5,6751.05,6728.57,6751.05
1586980800000,12.7857386378,6741.43,6754.42,6715.74,6731.99
1586984400000,6.0618428336,6725,6761.59,6724.3,6743.88
1586988000000,43.5297975366,6708.58,6729.45,6696.25,6729.45
1586991600000,190.6994180528,6623.71,6713.75,6610,6712.1499999999
1586995200000,738.5083356616,6573.53,6625.03,6485.31,6625.03
1586998800000,114.0836725079,6624.93,6661.95,6550,6575.46
1587002400000,60.9490095,6640.34,6648.54,6610,6628.57
1587006000000,65.60035825,6653.55,6666,6594.78,6640.79
1587009600000,41.6252633584,6626.74,6676.72,6625.34,6653.56
1587013200000,26.9824051167,6633.59,6648.94,6626.21,6626.21
1587016800000,66.9976274155,6686.75,6693.28,6633.56,6633.56
1587020400000,939.6584628974,6894.08,6970,6688.81,6689.57
1587024000000,588.9896615718,7044.66,7150.53,6875,6895
1587027600000,137.657078738,7025.56,7095,7020.4,7049.22
1587031200000,168.0226091966,6955.02,7058.93,6915,7029.1
1587034800000,120.82710548,7021.33,7058.93,6940.74,6955.34
1587038400000,141.7820208446,7057,7070,6933.5,7021.42
1587042000000,86.6815676831,6982.79,7083.43,6975,7057
1587045600000,60.2768729786,7020.3,7027.38,6977.45,6982.33
1587049200000,61.8112880366,7049.25,7065,7003.6,7021.67
1587052800000,65.7405716354,7003.01,7060.44,6955,7047.79
1587056400000,11.0230290259,6999.99,7022.25,6989.42,7006.2
1587060000000,20.414367172,7010.59,7038.23,6973.62,7005.18
1587063600000,44.394778584,7068.77,7095.48,6995.76,7009.81
1587067200000,54.9274876985,7045.89,7072.25,6978.57,7072.25
1587070800000,22.6806804767,7065.11,7078.56,7031.83,7050.1
1587074400000,201.3991779575,7150.85,7168.05,7061.11,7064.71
1587078000000,145.4038664271,7102,7190,7066.66,7150.85
1587081600000,89.3313454824,7061.44,7138.79,7021.14,7102.41
1587085200000,40.0692126974,7106.3,7125,7061.29,7062.25
1587088800000,37.339249216,7065,7109.84,7065,7106.37
1587092400000,85.2343082636,7084.42,7092.46,7050.01,7064.47
1587096000000,54.3454982684,7045,7085.47,7015,7085.47
1587099600000,35.7089899502,7066.9,7083.04,7029.69,7045.81
1587103200000,90.0707853341,7054.57,7067.36,7012.87,7067.36
1587106800000,52.7470868124,7045.3,7066.66,7026.7,7056.51
1587110400000,44.8961625019,7055.04,7073.18,7029,7045.17
1587114000000,85.0283425461,7101.69,7123.38,7059.09,7059.09
1587117600000,149.3266558669,7091.21,7108.02,7080.99,7103.18
1587121200000,30.9155846353,7074.67,7113.96,7055.01,7096.66
1587124800000,38.3651375445,7095.85,7097,7065.61,7073.86
1587128400000,161.4466423895,7065,7099.2,7000,7099.2
1587132000000,55.1935888318,7028.52,7072.87,7011.95,7060.08
1587135600000,39.9714622831,7038.69,7058.44,7016,7026.37
1587139200000,15.8228547455,7055.57,7060.87,7031.27,7038.69
1587142800000,58.4299882515,7041.18,7065,7030.88,7057.68
1587146400000,38.6222538976,7035.26,7047.37,7025,7042
1587150000000,13.0103937087,7068.43,7085.71,7033.35,7034.7
1587153600000,4.0586029676,7051,7082.97,7048.97,7071.42
1587157200000,4.6193580305,7047.34,7076.54,7039,7055.67
1587160800000,7.8313074156,7049.69,7064.36,7049,7049.83
1587164400000,90.1338500872,7027.32,7144,7019,7057.14
1587168000000,10.854659138,7065.11,7071.33,7016,7027.32
1587171600000,13.371645501,7077.08,7088.29,7064.28,7068.1
1587175200000,41.60883279,7084.36,7111.24,7075.59,7078.57
1587178800000,100.58061976,7087.6,7105.44,7080,7082.14
1587182400000,18.2102514425,7081.33,7100,7080,7087.6
1587186000000,35.3717679486,7097.63,7117.09,7081.33,7081.33
1587189600000,20.26870442,7087.78,7107.14,7085.71,7098.56
1587193200000,24.2360563668,7092.18,7098.6,7081.81,7087.78
1587196800000,21.24453927,7092.54,7106.36,7081.58,7091.66
1587200400000,31.7564967224,7088.45,7100.01,7083.19,7089.27
1587204000000,25.9129664652,7078.43,7091.98,7054.22,7088.44
1587207600000,27.780017895,7103.63,7118.77,7062.58,7078.42
1587211200000,60.0578243231,7128.57,7156.85,7076.68,7106.64
1587214800000,389.404608434,7237.08,7257.14,7123.71,7133.22
1587218400000,134.3286479404,7222.85,7265.42,7213.07,7237.82
1587222000000,42.262497694,7241.91,7245,7213.07,7228.27
1587225600000,118.6461490135,7193.34,7255,7161.71,7241.91
1587229200000,35.8391454015,7188.99,7211.88,7180,7194.06
1587232800000,16.0330784978,7191.96,7199.21,7178.39,7192.49
1587236400000,17.4391019665,7212.52,7224.68,7186.29,7193.46
1587240000000,8.491525666,7219.12,7228.34,7201.53,7213.14
1587243600000,8.2091547531,7216,7234.5,7210,7221.14
1587247200000,109.3654097126,7264.53,7295.13,7210,7216
1587250800000,65.2730620952,7249.65,7275.88,7228.33,7264.44
1587254400000,120.3399717854,7221.42,7262.44,7185.71,7248.99
1587258000000,29.3171428319,7227.83,7233.96,7195.1,7223.48
1587261600000,37.8935246506,7232.96,7243,7212,7227.83
1587265200000,16.6862629291,7228.62,7235,7217.99,7230.46
1587268800000,19.4668099749,7224.86,7240.97,7219.3,7228.35
1587272400000,109.860839471,7119.75,7225.8,7107.12,7222.97
1587276000000,100.1149497,7155.14,7171.65,7104.86,7120.54
1587279600000,45.4126769722,7147.77,7162.94,7122.45,7155.07
1587283200000,16.9796086566,7142.85,7152.27,7123,7142.16
1587286800000,40.9806428739,7171.59,7181.06,7131.15,7142.85
1587290400000,10.3307439176,7166.37,7181.13,7155.11,7171.52
1587294000000,24.9210833702,7160.77,7166.5,7135.71,7166.5
1587297600000,27.3814196715,7154.07,7168.59,7144.01,7160.76
1587301200000,77.7909854566,7100,7155.69,7078.94,7155.08
1587304800000,106.7362591651,7108,7111.96,7056,7100
1587308400000,24.0154859863,7099.5,7117.32,7090.21,7108.31
1587312000000,32.3321817729,7124,7130,7088,7098.34
1587315600000,36.060361806,7157.14,7167.64,7120,7123.25
1587319200000,8.3854607344,7149.03,7164.27,7139.24,7159.15
1587322800000,2.4898918015,7135.71,7151.55,7116.3,7149.03
1587326400000,6.0199036136,7140.23,7145.74,7119.5,7134.97
1587330000000,53.1481613205,7185.71,7200,7137.22,7137.22
1587333600000,31.2420120258,7178.86,7189.85,7156.52,7183.64
1587337200000,39.2526065842,7118.66,7185.04,7109.63,7173.41
1587340800000,30.9690668792,7160.73,7171.96,7087.59,7120.67
1587344400000,29.9141385616,7156.23,7166.35,7134.69,7161.48
1587348000000,23.5595855861,7174.34,7185,7146.1,7156.51
1587351600000,16.0573549964,7161.57,7183.48,7156.7,7175.09
1587355200000,72.0132472732,7174.16,7209.99,7161.53,7161.53
1587358800000,20.5206317135,7175.72,7183.04,7153.56,7171.27
1587362400000,23.9035064448,7165.63,7178.34,7152.51,7173
1587366000000,68.2809966531,7185.71,7188.65,7157.14,7165.62
1587369600000,40.77926028,7151.83,7185.71,7135.37,7182.24
1587373200000,31.9827824897,7146.16,7155,7120,7150.7
1587376800000,239.3631577149,7078.27,7146.76,7035.45,7146.76
1587380400000,345.1595905767,6970,7081.16,6960,7077.95
1587384000000,248.4392938521,7036.48,7066.41,6918.15,6970.14
1587387600000,76.987225118,7022.68,7050,7010.03,7036.47
1587391200000,31.7042562133,7065.77,7073.21,7012.24,7024.89
1587394800000,37.465411745,7069.95,7095,7054.1,7067.52
1587398400000,51.160885596,7045.06,7087.42,7028.95,7071.95
1587402000000,232.4948947911,6869.21,7047.37,6841,7046.86
1587405600000,194.963946302,6868.8,6984.54,6830,6871.6
1587409200000,293.3599646144,6771.52,6892.83,6769.23,6868.5
1587412800000,91.7015889002,6858.86,6866.65,6755,6771.21
1587416400000,33.8441135745,6844.38,6878.45,6827.74,6859.94
1587420000000,28.3005258065,6876.99,6891.59,6841.82,6843.16
1587423600000,62.3578907643,6829.01,6883.11,6817.79,6876.99
1587427200000,76.207971829,6881.55,6913.04,6813.87,6829.02
1587430800000,60.1269523841,6875.42,6908.14,6868,6880.73
1587434400000,29.6302768047,6849.47,6886.51,6841.38,6875.42
1587438000000,40.2514148549,6859.53,6871.43,6841.38,6848
1587441600000,18.0359093063,6850.66,6867.14,6830.58,6858.05
1587445200000,18.7208093863,6882.61,6889.66,6842.02,6852.63
1587448800000,32.8814448632,6876.85,6899.04,6869.93,6888.86
1587452400000,14.92396712,6876.06,6884.22,6864.3,6876.55
1587456000000,33.2008166686,6860.55,6888.96,6849.61,6876.07
1587459600000,116.5043882972,6834.54,6869.54,6771.06,6859.5
1587463200000,32.5158173288,6805.66,6850,6805,6835.04
1587466800000,55.2327008472,6794,6825,6764.04,6806.62
1587470400000,45.5286035066,6807,6837.23,6783.88,6794.61
1587474000000,64.7861531536,6831.99,6834.7,6785,6808
1587477600000,92.4708046069,6816.46,6872.86,6810.43,6831.99
1587481200000,69.7006623269,6830.78,6850.78,6801,6816.95
1587484800000,35.95573512,6839.64,6855,6819.77,6832.66
1587488400000,344.2262008899,6892.48,6937.58,6805.08,6845
1587492000000,31.0352826452,6879.16,6903.21,6870.93,6896.58
1587495600000,13.1383356624,6867.34,6897.01,6867.34,6879.04
1587499200000,6.6765320014,6878.33,6887.32,6857.81,6867.35
1587502800000,8.7296088006,6887.59,6907.27,6871.11,6885.85
1587506400000,17.74281486,6890.6,6895.82,6875,6887.53
1587510000000,17.2825802462,6842.68,6897,6832.21,6890.6
1587513600000,23.5322734381,6836.63,6858.48,6820,6842.79
1587517200000,31.1014028267,6849.91,6849.91,6817.95,6834.22
1587520800000,52.4712483229,6870.25,6885.24,6845,6849.91
1587524400000,21.0509277272,6862.64,6876.87,6850.88,6870.25
1587528000000,28.8214437055,6854,6870,6845.33,6864.12
1587531600000,45.8236090086,6899.03,6909,6851.48,6854.85
1587535200000,70.6667721299,6930.41,6930.42,6882,6899.03
1587538800000,65.9492180554,6942,6959.47,6913.78,6930.26
1587542400000,28.8000049734,6948.23,6951.34,6921.38,6940.51
1587546000000,27.5454619586,6947.34,6974.07,6940,6951.45
1587549600000,15.47543993,6935.78,6950.42,6928.58,6947.49
1587553200000,22.8284431465,6955.07,6961.03,6935.33,6936.75
1587556800000,10.5346775448,6957.11,6965,6930,6955.65
1587560400000,270.7998543912,7061.66,7095,6946.87,6953.37
1587564000000,145.35029014,7090.14,7124.96,7051.53,7061.64
1587567600000,104.5319548647,7107.62,7112.91,7075.1,7090.99
1587571200000,87.1540078304,7119.71,7150.66,7093.91,7113.28
1587574800000,53.0293946546,7082.65,7125.56,7068.12,7119.7
1587578400000,11.8548660414,7095.26,7120,7079.08,7084.09
1587582000000,9.4680197406,7085.71,7116.95,7085.71,7095.54
1587585600000,9.4866835582,7107.51,7109.45,7075.67,7087.25
1587589200000,14.7830465384,7091.83,7129.48,7087.36,7108.02
1587592800000,10.9114350457,7110,7113.96,7086.72,7094.2
1587596400000,14.634524524,7126.41,7128.63,7100,7110.01
1587600000000,32.2031617093,7115.39,7142.3,7100,7126.41
1587603600000,60.3011209995,7168.94,7178.39,7114.54,7114.54
1587607200000,72.8203345803,7127.05,7180,7124.07,7169.46
1587610800000,49.4768000196,7113.61,7152.49,7110.3,7125.18
1587614400000,25.6820960897,7127.94,7128.71,7094.61,7114.92
1587618000000,39.4507009314,7103.47,7131.03,7097.22,7128.14
1587621600000,122.072270912,7038.17,7101.74,7023.8,7101.74
1587625200000,40.0093046723,7059.5,7071.33,7033.67,7037.51
1587628800000,27.5683050105,7078.79,7097.14,7043.55,7061.14
1587632400000,23.8580292467,7097.57,7099.52,7051.62,7076.53
1587636000000,38.7905662346,7063.28,7100,7060.81,7098.34
1587639600000,61.2369671238,7132.8,7144.53,7059.8,7063.23
1587643200000,189.6224321261,7167.32,7179.73,7111.59,7132.79
1587646800000,222.9906116587,7234.66,7248,7150,7168.34
1587650400000,1191.4764242776,7534.64,7732.58,7235.7,7235.71
1587654000000,174.4723036138,7529.11,7551.87,7466.61,7535.64
1587657600000,140.9066545277,7502.67,7598.98,7485.5,7529.1
1587661200000,133.4364220073,7549.99,7550,7504.49,7505.17
1587664800000,65.9539013874,7537.13,7565.98,7509.95,7550
1587668400000,14.7750839746,7522.78,7539.57,7512,7537.14
1587672000000,16.083171535,7531.85,7559.32,7520.96,7522
1587675600000,49.4644501583,7588.51,7600,7530.89,7531.84
1587679200000,62.9546254303,7561.89,7595.21,7539.8,7590.07
1587682800000,110.1807907194,7482.91,7561.89,7438,7561.89
1587686400000,31.2877934405,7491.05,7523.21,7473.25,7484.13
1587690000000,52.5260001186,7483.06,7516,7461.76,7490.39
1587693600000,44.2138421848,7523,7528,7477.15,7483.05
1587697200000,36.280191892,7521.5,7549.5,7505.66,7519.06
1587700800000,44.7149987575,7542.08,7542.08,7500,7521.5
1587704400000,33.8947415728,7497.5,7544.6,7497.5,7542.07
1587708000000,28.7508068335,7531.75,7532.02,7496.18,7499.11
1587711600000,54.2774910899,7568.78,7588,7523,7528.59
1587715200000,44.5208951245,7553.04,7576.98,7520.03,7568.99
1587718800000,104.3748888548,7583.33,7608.57,7545.78,7554.88
1587722400000,53.683921265,7534.08,7581.74,7503,7581.74
1587726000000,199.0921293422,7495.81,7642.85,7482.28,7529.32
1587729600000,53.3422784891,7506.25,7525.07,7455.7,7496.54
1587733200000,48.1901066976,7482,7518.37,7482,7504.96
1587736800000,185.3187809091,7499.91,7508.45,7400.09,7482.01
1587740400000,67.731363464,7504.99,7522.22,7480.91,7499.01
1587744000000,21.6877741092,7512.46,7519.22,7482.28,7504.98
1587747600000,46.3526820101,7507.93,7516.79,7498.08,7516.3
1587751200000,14.9633727941,7515.11,7542.06,7507.15,7507.15
1587754800000,10.246796917,7523.44,7524.09,7500.56,7517.98
1587758400000,7.1532023043,7526.21,7544,7521.39,7523
1587762000000,7.8811673587,7495,7546.96,7495,7526.59
1587765600000,19.73528456,7486.13,7516.74,7477.74,7498.43
1587769200000,18.25556302,7503.6,7504.8,7484.67,7486.13
1587772800000,45.3260491394,7470.99,7509.97,7440,7503.68
1587776400000,46.8184424554,7482.43,7495,7453.05,7468.73
1587780000000,19.1639923432,7485.71,7500,7473.43,7482.49
1587783600000,61.3770710035,7516.09,7520.5,7485.35,7489.89
1587787200000,77.9613342141,7520.12,7525.8,7496.12,7518.3
1587790800000,50.3498346577,7560.45,7560.45,7517.52,7520.47
1587794400000,76.36776209,7579.99,7588,7532.06,7560.44
1587798000000,94.0169229415,7559.99,7600,7547.98,7580.03
1587801600000,55.6813475081,7550.22,7576.25,7511.31,7560
1587805200000,35.6988067116,7558.21,7565,7534.36,7550.22
1587808800000,21.9183740298,7562.26,7570,7538.98,7558.21
1587812400000,75.8385978963,7538.21,7598.28,7515,7563
1587816000000,24.3966674276,7553.27,7560.87,7531.19,7534.31
1587819600000,43.26165794,7594.48,7595,7551.46,7553.42
1587823200000,69.3880607694,7575,7598.28,7536.33,7595
1587826800000,281.4176003655,7525.25,7699,7516,7577.3
1587830400000,98.683226103,7550.03,7568.3,7479.71,7528.02
1587834000000,22.3885705768,7539.83,7556.82,7525.58,7549.16
1587837600000,10.5418181264,7531.31,7545.42,7527.54,7541.56
1587841200000,7.7268226094,7542.72,7549.34,7520,7531.49
1587844800000,4.1286707426,7546.33,7557.51,7542.72,7542.72
1587848400000,30.944673959,7525.24,7546.33,7501,7546.33
1587852000000,9.2576883574,7538.38,7548.97,7518.01,7524.95
1587855600000,12.7623051,7540.06,7542,7513.42,7536.95
1587859200000,12.9936875502,7563.36,7567.4,7526.62,7540.71
1587862800000,32.723943285,7561.56,7581.37,7555.69,7565.39
1587866400000,26.7930389073,7564.39,7580.61,7548.36,7561.96
1587870000000,19.96069308,7565,7570.46,7552.5,7563.44
1587873600000,17.3210116721,7556.96,7567.03,7536.86,7565
1587877200000,29.8825884851,7530.54,7556.97,7529.94,7556.97
1587880800000,26.05820661,7547.38,7551.13,7527.24,7530.54
1587884400000,30.8197650246,7547,7556.9,7536.56,7547.38
1587888000000,27.5481119849,7548.01,7552.68,7530.98,7547
1587891600000,20.31542943,7579.56,7591.34,7549.21,7549.21
1587895200000,139.583260317,7641.28,7657,7568.01,7580
1587898800000,118.44751745,7661.46,7672.79,7616.03,7640.63
1587902400000,51.1728892529,7642.02,7666.84,7625.69,7661.46
1587906000000,85.03840599,7680.71,7699.34,7630.53,7642.02
1587909600000,57.5978908282,7640.75,7700,7624.14,7680.87
1587913200000,210.1723653092,7545.13,7640.95,7488,7640.95
1587916800000,22.8039760886,7566.5,7586.64,7534.53,7546.07
1587920400000,12.6871851057,7583.15,7588.49,7560.21,7565.64
1587924000000,33.3390731201,7626.88,7630,7568.28,7583.46
1587927600000,34.9404403303,7648.86,7653.09,7611.54,7624.79
1587931200000,15.162117033,7640.62,7654.87,7622.74,7648.97
1587934800000,12.7943503025,7622.31,7653.1,7610.65,7644.09
1587938400000,23.20990241,7611.41,7637.51,7580.93,7622.31
1587942000000,54.2314701751,7695.27,7696.91,7611.41,7613.31
1587945600000,224.2946872142,7744.07,7774.96,7695.27,7695.27
1587949200000,185.8187996612,7694.41,7792.85,7645.91,7744.08
1587952800000,54.0138346998,7732.57,7734.08,7689.55,7697.92
1587956400000,37.681848247,7730.03,7749.63,7722.19,7732.57
1587960000000,33.8620013871,7730.82,7736.03,7699.82,7732.49
1587963600000,33.8059627816,7699.06,7746,7686,7731.32
1587967200000,91.0705938676,7655.51,7710.23,7641.02,7697.59
1587970800000,68.8449415272,7696.08,7697.96,7631.78,7654.46
1587974400000,52.120299745,7704.2,7737.02,7679.86,7696.39
1587978000000,61.7502478975,7702.05,7724.87,7677.52,7704.2
1587981600000,46.8891622484,7690.98,7710,7664.28,7705.61
1587985200000,38.124704625,7712.46,7720,7680.58,7690
1587988800000,38.0052753122,7696.26,7721.42,7671.42,7717.29
1587992400000,147.171999529,7689.59,7702.22,7622.85,7696.26
1587996000000,64.7247394333,7665.21,7690,7627.81,7690
1587999600000,20.83668616,7673.79,7690.6,7650.61,7664.11
1588003200000,20.4143983233,7663.57,7687.01,7655.99,7677.41
1588006800000,15.8602430921,7658.92,7669,7640.74,7665.85
1588010400000,21.9426326148,7707.66,7711.35,7661.7,7662.03
1588014000000,14.0570483556,7699.02,7719.29,7690.62,7711.12
1588017600000,3.3923551351,7695.79,7708.61,7682.63,7700.14
1588021200000,62.18651252,7725.99,7757.64,7692.29,7696.36
1588024800000,45.9542157424,7762.87,7770.54,7715.26,7726
1588028400000,49.0886463197,7774.81,7778,7740.62,7762.07
1588032000000,44.9054356965,7741,7780,7722,7775.61
1588035600000,42.4777306377,7695.1,7741,7685.06,7740.85
1588039200000,53.2730068666,7702.59,7704.23,7670,7690.5
1588042800000,13.8532659842,7702,7709.61,7678.01,7702.58
1588046400000,73.5520223056,7687.28,7709.87,7660.46,7702.45
1588050000000,10.3516396406,7699.16,7701.91,7675.53,7689.79
1588053600000,17.4618324477,7712,7724.06,7679.52,7697.69
